tweet,token,InSet
pas vaksin pertama menit abis vaksin langsung pegel lengan yg kedua nyaris ga efek samping apapun beberapa jam vaksin yaa biasa aja ngantuk sih wajar lha semalem begadang laper wajar lha blm sarapan,"['pas', 'vaksin', 'pertama', 'menit', 'abis', 'vaksin', 'langsung', 'pegel', 'lengan', 'yg', 'kedua', 'nyaris', 'ga', 'efek', 'samping', 'apapun', 'beberapa', 'jam', 'vaksin', 'yaa', 'biasa', 'aja', 'ngantuk', 'sih', 'wajar', 'lha', 'semalem', 'begadang', 'laper', 'wajar', 'lha', 'blm', 'sarapan']",neg
liat pake mata sendiri pas cairannya masuk sensasi ngilu yg gimana gitu abis proses vaksin nunggu bentar surat keterangan dikasih kemudian beres deh,"['liat', 'pake', 'mata', 'sendiri', 'pas', 'cairannya', 'masuk', 'sensasi', 'ngilu', 'yg', 'gimana', 'gitu', 'abis', 'proses', 'vaksin', 'nunggu', 'bentar', 'surat', 'keterangan', 'dikasih', 'kemudian', 'beres', 'deh']",neg
sempet beredar video beberapa waktu lalu yg cairan vaksinnya ga disuntikkan cm nancepin jarum aja karna insekyur jadinya vaksin dosis kedua ku liatin proses nyuntiknya maap bukannya aku tak percaya sus biar lega dikit hehe beneran divaksin kok,"['sempet', 'beredar', 'video', 'beberapa', 'waktu', 'lalu', 'yg', 'cairan', 'vaksinnya', 'ga', 'disuntikkan', 'cm', 'nancepin', 'jarum', 'aja', 'karna', 'insekyur', 'jadinya', 'vaksin', 'dosis', 'kedua', 'ku', 'liatin', 'proses', 'nyuntiknya', 'maap', 'bukannya', 'aku', 'tak', 'percaya', 'sus', 'biar', 'lega', 'dikit', 'hehe', 'beneran', 'divaksin', 'kok']",neg
prosesnya kurang lebih sama kayak vaksin pertama amp lebih cepet bagian screening tensi malah lebih tinggi sampe ditanya dokter muda kan maap klo vaksin terjadwal ga dadakan gini gampang kepikiran aqutu dok,"['prosesnya', 'kurang', 'lebih', 'sama', 'kayak', 'vaksin', 'pertama', 'amp', 'lebih', 'cepet', 'bagian', 'screening', 'tensi', 'malah', 'lebih', 'tinggi', 'sampe', 'ditanya', 'dokter', 'muda', 'kan', 'maap', 'klo', 'vaksin', 'terjadwal', 'ga', 'dadakan', 'gini', 'gampang', 'kepikiran', 'aqutu', 'dok']",neg
vaksin dosis kedua selesai h sempet bingung lokasi vaksin sms nya dulu kalau lokasi kedua klinik polres untung iseng nanya admin pak pulici ig polres surakarta bener lokasinya tetep lokasi vaksin pertamabalaik,"['vaksin', 'dosis', 'kedua', 'selesai', 'h', 'sempet', 'bingung', 'lokasi', 'vaksin', 'sms', 'nya', 'dulu', 'kalau', 'lokasi', 'kedua', 'klinik', 'polres', 'untung', 'iseng', 'nanya', 'admin', 'pak', 'pulici', 'ig', 'polres', 'surakarta', 'bener', 'lokasinya', 'tetep', 'lokasi', 'vaksin', 'pertamabalaik']",neg
si adek brisik pol blm dpt sms sertkfikat vaksin,"['si', 'adek', 'brisik', 'pol', 'blm', 'dpt', 'sms', 'sertkfikat', 'vaksin']",neg
inpo vaksin non domisili bre,"['inpo', 'vaksin', 'non', 'domisili', 'bre']",neg
vaksin campak wes ben kalo dicampakkan iku ora ngrantes,"['vaksin', 'campak', 'wes', 'ben', 'kalo', 'dicampakkan', 'iku', 'ora', 'ngrantes']",neg
matur nang ibukmu rapopo telat vaksin sing penting imun ra gampang cidro,"['matur', 'nang', 'ibukmu', 'rapopo', 'telat', 'vaksin', 'sing', 'penting', 'imun', 'ra', 'gampang', 'cidro']",neg
habis vaksin nafsu makan nambah kenceng makan terus tp gabisa gendutt anjir wkw,"['habis', 'vaksin', 'nafsu', 'makan', 'nambah', 'kenceng', 'makan', 'terus', 'tp', 'gabisa', 'gendutt', 'anjir', 'wkw']",neg
yo ngisi form vaksin monggo,"['yo', 'ngisi', 'form', 'vaksin', 'monggo']",neg
pas dateng mau vaksin antri isi form bawa fotocopy ktp verifikasi tatap muka memang mantap indonesia tercinta,"['pas', 'dateng', 'mau', 'vaksin', 'antri', 'isi', 'form', 'bawa', 'fotocopy', 'ktp', 'verifikasi', 'tatap', 'muka', 'memang', 'mantap', 'indonesia', 'tercinta']",pos
yok berminat vaksin malam pkl dibuka pendaftarannya hari vaksin kuota orang orang per hari sing penting berusaha,"['yok', 'berminat', 'vaksin', 'malam', 'pkl', 'dibuka', 'pendaftarannya', 'hari', 'vaksin', 'kuota', 'orang', 'orang', 'per', 'hari', 'sing', 'penting', 'berusaha']",pos
yeaa siap menerima vaksin,"['yeaa', 'siap', 'menerima', 'vaksin']",pos
logika yg vaksin x aman perlu tes sana sini jd pertanyaan kalo vaksin x tp tetap tes hasilnya positif terus kapan pandemi selesai,"['logika', 'yg', 'vaksin', 'x', 'aman', 'perlu', 'tes', 'sana', 'sini', 'jd', 'pertanyaan', 'kalo', 'vaksin', 'x', 'tp', 'tetap', 'tes', 'hasilnya', 'positif', 'terus', 'kapan', 'pandemi', 'selesai']",pos
apa vaksin sinovac sinovac merupakan nama perusahaan biofarmasi asal beijing memproduksi vaksin bernama coronavac jenis inactivated vaccine coronavac bekerja menggunakan partikel virus dimatikan,"['apa', 'vaksin', 'sinovac', 'sinovac', 'merupakan', 'nama', 'perusahaan', 'biofarmasi', 'asal', 'beijing', 'memproduksi', 'vaksin', 'bernama', 'coronavac', 'jenis', 'inactivated', 'vaccine', 'coronavac', 'bekerja', 'menggunakan', 'partikel', 'virus', 'dimatikan']",pos
iyo ki alhamdulillah mugo ndang tambah akeh vaksin centre e,"['iyo', 'ki', 'alhamdulillah', 'mugo', 'ndang', 'tambah', 'akeh', 'vaksin', 'centre', 'e']",pos
nyari vaksin susah setengah mampus,"['nyari', 'vaksin', 'susah', 'setengah', 'mampus']",pos
ayo vaksin,"['ayo', 'vaksin']",neg
cara berpikir aneh begini mengakibatkan disinformasi soal covid isu ambulan kosong muter muter akhirnya ambulan lewat dilempar isu vaksin memasukkan chip akhirnya banyak yg anti vaksin byk yg meninggal rs yg disalahkan rs logika ajaib nitizen indon,"['cara', 'berpikir', 'aneh', 'begini', 'mengakibatkan', 'disinformasi', 'soal', 'covid', 'isu', 'ambulan', 'kosong', 'muter', 'muter', 'akhirnya', 'ambulan', 'lewat', 'dilempar', 'isu', 'vaksin', 'memasukkan', 'chip', 'akhirnya', 'banyak', 'yg', 'anti', 'vaksin', 'byk', 'yg', 'meninggal', 'rs', 'yg', 'disalahkan', 'rs', 'logika', 'ajaib', 'nitizen', 'indon']",pos
bar vaksin tiga kok efek e lemes ngene,"['bar', 'vaksin', 'tiga', 'kok', 'efek', 'e', 'lemes', 'ngene']",neg
aku tp vaksin coz stok vaksin az sampe oslo,"['aku', 'tp', 'vaksin', 'coz', 'stok', 'vaksin', 'az', 'sampe', 'oslo']",neg
lha mau vaksin lewat endi must coba lapor pihak sing gawe vaksinasi sing mbok parani,"['lha', 'mau', 'vaksin', 'lewat', 'endi', 'must', 'coba', 'lapor', 'pihak', 'sing', 'gawe', 'vaksinasi', 'sing', 'mbok', 'parani']",neg
edukasi mmg semua ttg vaksin kurang edukasi masyarakat desaku vaksin pertama oke tp stlh mau vaksin kedua g mau krn sdh kena hoax yg beredar dimasyarakat smga dipermudahkan,"['edukasi', 'mmg', 'semua', 'ttg', 'vaksin', 'kurang', 'edukasi', 'masyarakat', 'desaku', 'vaksin', 'pertama', 'oke', 'tp', 'stlh', 'mau', 'vaksin', 'kedua', 'g', 'mau', 'krn', 'sdh', 'kena', 'hoax', 'yg', 'beredar', 'dimasyarakat', 'smga', 'dipermudahkan']",pos
jadi vaksin tetap prokes mana tinggal bawa kartu vaksin bukan hasil swab antigen pcr,"['jadi', 'vaksin', 'tetap', 'prokes', 'mana', 'tinggal', 'bawa', 'kartu', 'vaksin', 'bukan', 'hasil', 'swab', 'antigen', 'pcr']",neg
mobil vaksin tiap puskesmas seluruh indonesia jemput bola hari pindah rt vaksin tuh seada adanya orang yg divaksin biar cepet target marketing minimarket aja kalo kejar target jemput bola kok,"['mobil', 'vaksin', 'tiap', 'puskesmas', 'seluruh', 'indonesia', 'jemput', 'bola', 'hari', 'pindah', 'rt', 'vaksin', 'tuh', 'seada', 'adanya', 'orang', 'yg', 'divaksin', 'biar', 'cepet', 'target', 'marketing', 'minimarket', 'aja', 'kalo', 'kejar', 'target', 'jemput', 'bola', 'kok']",neg
baru sebulan disolo males vaksin swab kl mo balik,"['baru', 'sebulan', 'disolo', 'males', 'vaksin', 'swab', 'kl', 'mo', 'balik']",neg
vaksin o saiki mumpung isine chip nek taun ngarep krungu isine kacang ijo karo coklat,"['vaksin', 'o', 'saiki', 'mumpung', 'isine', 'chip', 'nek', 'taun', 'ngarep', 'krungu', 'isine', 'kacang', 'ijo', 'karo', 'coklat']",neg
vaksin sek berbentuk kapsul ono ra to asuog pengen vaksin wedi jarum,"['vaksin', 'sek', 'berbentuk', 'kapsul', 'ono', 'ra', 'to', 'asuog', 'pengen', 'vaksin', 'wedi', 'jarum']",neg
vaksin kok aku merasa transfer data jadi cepet banget via infrared,"['vaksin', 'kok', 'aku', 'merasa', 'transfer', 'data', 'jadi', 'cepet', 'banget', 'via', 'infrared']",neg
efek vaksin laperr ngantuk bukan efek mah emang kebiasaan aja kalo ga laper ngantuk,"['efek', 'vaksin', 'laperr', 'ngantuk', 'bukan', 'efek', 'mah', 'emang', 'kebiasaan', 'aja', 'kalo', 'ga', 'laper', 'ngantuk']",neg
klo habis vaksin apa donor plasma bro,"['klo', 'habis', 'vaksin', 'apa', 'donor', 'plasma', 'bro']",neg
berakhir wedyan seneng banget akhirnya vaksin hwaa wkwk,"['berakhir', 'wedyan', 'seneng', 'banget', 'akhirnya', 'vaksin', 'hwaa', 'wkwk']",neg
info vaksin,"['info', 'vaksin']",pos
nurunin tensi waktu menit gimana guyss kasi solusi dongg pusing gabisa vaksin grgr tensi tensi,"['nurunin', 'tensi', 'waktu', 'menit', 'gimana', 'guyss', 'kasi', 'solusi', 'dongg', 'pusing', 'gabisa', 'vaksin', 'grgr', 'tensi', 'tensi']",neg
yukk vaksin yukk doain guyss wkwk,"['yukk', 'vaksin', 'yukk', 'doain', 'guyss', 'wkwk']",neg
semoga pemerintah kian massif memberikan vaksin covid ditempat nyaman disiplin protokol kesehatan ikuti sosial media ig sukoharjo fb pku sukoharjo twitter youtube pku muhammadiyah sukoharjo website,"['semoga', 'pemerintah', 'kian', 'massif', 'memberikan', 'vaksin', 'covid', 'ditempat', 'nyaman', 'disiplin', 'protokol', 'kesehatan', 'ikuti', 'sosial', 'media', 'ig', 'sukoharjo', 'fb', 'pku', 'sukoharjo', 'twitter', 'youtube', 'pku', 'muhammadiyah', 'sukoharjo', 'website']",pos
yg ga percaya vaksin plis diem aja jangan koar tulisan mu membahayakan buat nakes kalo ga biasa nanganin covid plis jgn lgsg panik dger cerita pasien panikmu membuat org ga percaya sm rs,"['yg', 'ga', 'percaya', 'vaksin', 'plis', 'diem', 'aja', 'jangan', 'koar', 'tulisan', 'mu', 'membahayakan', 'buat', 'nakes', 'kalo', 'ga', 'biasa', 'nanganin', 'covid', 'plis', 'jgn', 'lgsg', 'panik', 'dger', 'cerita', 'pasien', 'panikmu', 'membuat', 'org', 'ga', 'percaya', 'sm', 'rs']",pos
awal mau siap vaksin pak daftar ol selalu trjawab kuota full pdhl batu jeda gak menit link reservasi dibuka gimana donk pak solusinya,"['awal', 'mau', 'siap', 'vaksin', 'pak', 'daftar', 'ol', 'selalu', 'trjawab', 'kuota', 'full', 'pdhl', 'batu', 'jeda', 'gak', 'menit', 'link', 'reservasi', 'dibuka', 'gimana', 'donk', 'pak', 'solusinya']",neg
benar mas pdhl sekarang apa hrs nunjukin kartu vaksin yaa,"['benar', 'mas', 'pdhl', 'sekarang', 'apa', 'hrs', 'nunjukin', 'kartu', 'vaksin', 'yaa']",pos
vaksin sukoharjo apa kabar,"['vaksin', 'sukoharjo', 'apa', 'kabar']",neg
istri tenaga medis kok cara omgnya spt tdk paham tujuan vaksin bersyukur lu ud dpt vaksin yg dpt vaksin byk kesusahan mendapatkannya bersyukur jg udah vaksin lu udah terpapar n skg msh hdup bs ngetweet lol,"['istri', 'tenaga', 'medis', 'kok', 'cara', 'omgnya', 'spt', 'tdk', 'paham', 'tujuan', 'vaksin', 'bersyukur', 'lu', 'ud', 'dpt', 'vaksin', 'yg', 'dpt', 'vaksin', 'byk', 'kesusahan', 'mendapatkannya', 'bersyukur', 'jg', 'udah', 'vaksin', 'lu', 'udah', 'terpapar', 'n', 'skg', 'msh', 'hdup', 'bs', 'ngetweet', 'lol']",neg
vaksin banyak yg mati,"['vaksin', 'banyak', 'yg', 'mati']",pos
bilangin aja mas kalo sertifikat vaksin ngambil bansos,"['bilangin', 'aja', 'mas', 'kalo', 'sertifikat', 'vaksin', 'ngambil', 'bansos']",neg
disini major issue vaccine availability banyak yg menganggap vaksin bagian politik,"['disini', 'major', 'issue', 'vaccine', 'availability', 'banyak', 'yg', 'menganggap', 'vaksin', 'bagian', 'politik']",pos
vaksinasi karanganyar lewat pintu min dinkes lik yg sediakan dinkes baru menit kuota langsung full antusias warga vaksin besar mohon tingkatkan,"['vaksinasi', 'karanganyar', 'lewat', 'pintu', 'min', 'dinkes', 'lik', 'yg', 'sediakan', 'dinkes', 'baru', 'menit', 'kuota', 'langsung', 'full', 'antusias', 'warga', 'vaksin', 'besar', 'mohon', 'tingkatkan']",neg
info vaksin dong mi,"['info', 'vaksin', 'dong', 'mi']",neg
emange kalo vaksin dipasangi cctv gitu,"['emange', 'kalo', 'vaksin', 'dipasangi', 'cctv', 'gitu']",neg
iya jurus jitu dicoba pegawai yg gak ikut vaksin gak thr nantinya,"['iya', 'jurus', 'jitu', 'dicoba', 'pegawai', 'yg', 'gak', 'ikut', 'vaksin', 'gak', 'thr', 'nantinya']",neg
aku punya karyawan janda anak satu dah gede aku suruh ikut vaksin gak mau alasannya takut takut tiga tahun jadi zombie gus alloh sopo sih nyebarin hoaks kalo vaksin jadi zombie mbok ngaku,"['aku', 'punya', 'karyawan', 'janda', 'anak', 'satu', 'dah', 'gede', 'aku', 'suruh', 'ikut', 'vaksin', 'gak', 'mau', 'alasannya', 'takut', 'takut', 'tiga', 'tahun', 'jadi', 'zombie', 'gus', 'alloh', 'sopo', 'sih', 'nyebarin', 'hoaks', 'kalo', 'vaksin', 'jadi', 'zombie', 'mbok', 'ngaku']",pos
hari vaksin,"['hari', 'vaksin']",neg
lagian aneh vaksin kok bayar,"['lagian', 'aneh', 'vaksin', 'kok', 'bayar']",neg
vaksin karanganyar rebutan kuota daftar onlen ngalah i flash sale xiaomi,"['vaksin', 'karanganyar', 'rebutan', 'kuota', 'daftar', 'onlen', 'ngalah', 'i', 'flash', 'sale', 'xiaomi']",neg
isinya covid virus virus virus terus vaksin vaksin mending download smadav aja deh kan anti virus lebih manjur vaksin,"['isinya', 'covid', 'virus', 'virus', 'virus', 'terus', 'vaksin', 'vaksin', 'mending', 'download', 'smadav', 'aja', 'deh', 'kan', 'anti', 'virus', 'lebih', 'manjur', 'vaksin']",neg
nah yen wes iso daftar kabeh kan tinggal nunggu kapan giliran vaksin nek dibatasi ngene iki kapan rampung e ayo lah kerja cerdas kerja efektif mohon bantuan lah pak gub,"['nah', 'yen', 'wes', 'iso', 'daftar', 'kabeh', 'kan', 'tinggal', 'nunggu', 'kapan', 'giliran', 'vaksin', 'nek', 'dibatasi', 'ngene', 'iki', 'kapan', 'rampung', 'e', 'ayo', 'lah', 'kerja', 'cerdas', 'kerja', 'efektif', 'mohon', 'bantuan', 'lah', 'pak', 'gub']",pos
ibaratnya berperang melawan covid dipersenjatai vaksin musuh sedang mengepung sos vaksin sos vaksin,"['ibaratnya', 'berperang', 'melawan', 'covid', 'dipersenjatai', 'vaksin', 'musuh', 'sedang', 'mengepung', 'sos', 'vaksin', 'sos', 'vaksin']",pos
hallo fenomena pendaftaran vaksin kok yo berlanjut yaa mbok wes ra usah nganggo kuota pendaftar nek misal maksimal dosis google form e rasah dibatasi open wae sak okeh pendaftar vaksin tinggal diurut sesuai nomor google drive,"['hallo', 'fenomena', 'pendaftaran', 'vaksin', 'kok', 'yo', 'berlanjut', 'yaa', 'mbok', 'wes', 'ra', 'usah', 'nganggo', 'kuota', 'pendaftar', 'nek', 'misal', 'maksimal', 'dosis', 'google', 'form', 'e', 'rasah', 'dibatasi', 'open', 'wae', 'sak', 'okeh', 'pendaftar', 'vaksin', 'tinggal', 'diurut', 'sesuai', 'nomor', 'google', 'drive']",neg
dalan e ojo ditutup ning nggonku arep do vaksin bingung meh lewat ngendi lha dalane ditutupi kabeh trus males budhal,"['dalan', 'e', 'ojo', 'ditutup', 'ning', 'nggonku', 'arep', 'do', 'vaksin', 'bingung', 'meh', 'lewat', 'ngendi', 'lha', 'dalane', 'ditutupi', 'kabeh', 'trus', 'males', 'budhal']",pos
jadwal vaksin dosis mu kapan,"['jadwal', 'vaksin', 'dosis', 'mu', 'kapan']",neg
buat vaksin kak read astrea zanev,"['buat', 'vaksin', 'kak', 'read', 'astrea', 'zanev']",neg
gini lho mas bukan buzzer pakai logika pakai nalar kalau mau berkiblat negara udah lepas masker sah sah melalui proses pakai prokes pakai vaksin pakai otak,"['gini', 'lho', 'mas', 'bukan', 'buzzer', 'pakai', 'logika', 'pakai', 'nalar', 'kalau', 'mau', 'berkiblat', 'negara', 'udah', 'lepas', 'masker', 'sah', 'sah', 'melalui', 'proses', 'pakai', 'prokes', 'pakai', 'vaksin', 'pakai', 'otak']",pos
halo sahabat mido pernah geram melihat perilaku wna taat protokol kesehatan anti vaksin langsung maupun menyaksikan via sosmed,"['halo', 'sahabat', 'mido', 'pernah', 'geram', 'melihat', 'perilaku', 'wna', 'taat', 'protokol', 'kesehatan', 'anti', 'vaksin', 'langsung', 'maupun', 'menyaksikan', 'via', 'sosmed']",pos
msh bingung dg vaksin vaksin tempat a vaksin tempat b bahkan beda provinsi,"['msh', 'bingung', 'dg', 'vaksin', 'vaksin', 'tempat', 'a', 'vaksin', 'tempat', 'b', 'bahkan', 'beda', 'provinsi']",pos
heran aja yg vaksin cuma buat syarat bepergian,"['heran', 'aja', 'yg', 'vaksin', 'cuma', 'buat', 'syarat', 'bepergian']",neg
aman efek pegel jam vaksin,"['aman', 'efek', 'pegel', 'jam', 'vaksin']",pos
vaksin covid asal china sinovac semakin diragukan dicoret beberapa negara dinilai efektif melawan varian baru corona delta,"['vaksin', 'covid', 'asal', 'china', 'sinovac', 'semakin', 'diragukan', 'dicoret', 'beberapa', 'negara', 'dinilai', 'efektif', 'melawan', 'varian', 'baru', 'corona', 'delta']",pos
bar vaksin kok madang e peng dewe,"['bar', 'vaksin', 'kok', 'madang', 'e', 'peng', 'dewe']",pos
vaksin dosis hari negatif covid,"['vaksin', 'dosis', 'hari', 'negatif', 'covid']",neg
jogja hampir hari mba info vaksin bebas domisili kudu effort lebih daftar antrian panjang tp infonya terselenggara disini infonya anyep doang,"['jogja', 'hampir', 'hari', 'mba', 'info', 'vaksin', 'bebas', 'domisili', 'kudu', 'effort', 'lebih', 'daftar', 'antrian', 'panjang', 'tp', 'infonya', 'terselenggara', 'disini', 'infonya', 'anyep', 'doang']",neg
sejauh sih efek vaksin cuman laper semoga segini aja sih efeknya wkwk,"['sejauh', 'sih', 'efek', 'vaksin', 'cuman', 'laper', 'semoga', 'segini', 'aja', 'sih', 'efeknya', 'wkwk']",neg
capaian vaksinasi cupu minim informasi padahal antusiame masyarakat yg mau vaksin cukup bagus masa iya kudu nunut vaksin daerah tetangga,"['capaian', 'vaksinasi', 'cupu', 'minim', 'informasi', 'padahal', 'antusiame', 'masyarakat', 'yg', 'mau', 'vaksin', 'cukup', 'bagus', 'masa', 'iya', 'kudu', 'nunut', 'vaksin', 'daerah', 'tetangga']",pos
kalo vaksin campak udah blum soalnya ko dicampakkan terus,"['kalo', 'vaksin', 'campak', 'udah', 'blum', 'soalnya', 'ko', 'dicampakkan', 'terus']",neg
mending aku rebutan daftar vaksin rebutan memilikimu yoan kamu mau og hehe,"['mending', 'aku', 'rebutan', 'daftar', 'vaksin', 'rebutan', 'memilikimu', 'yoan', 'kamu', 'mau', 'og', 'hehe']",neg
covid berbahaya vaksin melindungi diri sendiri orang vaksin,"['covid', 'berbahaya', 'vaksin', 'melindungi', 'diri', 'sendiri', 'orang', 'vaksin']",pos
besok vaksin jujur sama dokternya soalnya bilang bulan negatiff,"['besok', 'vaksin', 'jujur', 'sama', 'dokternya', 'soalnya', 'bilang', 'bulan', 'negatiff']",neg
nunggu bulan duluu baru vaksin,"['nunggu', 'bulan', 'duluu', 'baru', 'vaksin']",pos
baru pertama kamu gak vaksin anti jomblo,"['baru', 'pertama', 'kamu', 'gak', 'vaksin', 'anti', 'jomblo']",neg
vaksin anti galau,"['vaksin', 'anti', 'galau']",neg
kok aku malah ra sabar vaksin yo ben nek koncoku crito aku yo iso crito ngono lho jiakhh,"['kok', 'aku', 'malah', 'ra', 'sabar', 'vaksin', 'yo', 'ben', 'nek', 'koncoku', 'crito', 'aku', 'yo', 'iso', 'crito', 'ngono', 'lho', 'jiakhh']",neg
halo admin gimana prosedurnya vaksin stasiun infonya,"['halo', 'admin', 'gimana', 'prosedurnya', 'vaksin', 'stasiun', 'infonya']",pos
henseni gpp ayo vaksin,"['henseni', 'gpp', 'ayo', 'vaksin']",pos
vaksin pertama sehat sehat semua,"['vaksin', 'pertama', 'sehat', 'sehat', 'semua']",pos
halo admin gimana prosedurnya vaksin stasiun keperluan mendadak naik kereta vaksin infonya segera,"['halo', 'admin', 'gimana', 'prosedurnya', 'vaksin', 'stasiun', 'keperluan', 'mendadak', 'naik', 'kereta', 'vaksin', 'infonya', 'segera']",pos
semoga lose streak akibat solo rank pagi menganggu vaksin,"['semoga', 'lose', 'streak', 'akibat', 'solo', 'rank', 'pagi', 'menganggu', 'vaksin']",pos
siapkan kartu vaksin pcr ehac,"['siapkan', 'kartu', 'vaksin', 'pcr', 'ehac']",neg
selamat pagi mau tanya ibu sy vaksin kedua tp ktika mau liat sertif vaksin kok ga apps web nya pdhl cek nik nya tertera vaksin x gmn min,"['selamat', 'pagi', 'mau', 'tanya', 'ibu', 'sy', 'vaksin', 'kedua', 'tp', 'ktika', 'mau', 'liat', 'sertif', 'vaksin', 'kok', 'ga', 'apps', 'web', 'nya', 'pdhl', 'cek', 'nik', 'nya', 'tertera', 'vaksin', 'x', 'gmn', 'min']",neg
njenengan wes nate kenek po wes vaksin to,"['njenengan', 'wes', 'nate', 'kenek', 'po', 'wes', 'vaksin', 'to']",pos
alhamdulillah entuk vaksin jalur,"['alhamdulillah', 'entuk', 'vaksin', 'jalur']",pos
alah biyuung arep vaksin angel e ra karuan saben bengi arep daftar kok uangel e ra umum mbok yo koyo kota surakarta kae jogja kae vaksin sak nggon nggon karanganyar kok ruweet banget tho lae lae nyuwun tulung niki pak gubernur,"['alah', 'biyuung', 'arep', 'vaksin', 'angel', 'e', 'ra', 'karuan', 'saben', 'bengi', 'arep', 'daftar', 'kok', 'uangel', 'e', 'ra', 'umum', 'mbok', 'yo', 'koyo', 'kota', 'surakarta', 'kae', 'jogja', 'kae', 'vaksin', 'sak', 'nggon', 'nggon', 'karanganyar', 'kok', 'ruweet', 'banget', 'tho', 'lae', 'lae', 'nyuwun', 'tulung', 'niki', 'pak', 'gubernur']",pos
daerah ngendi mas distop takoki vaksin po mas,"['daerah', 'ngendi', 'mas', 'distop', 'takoki', 'vaksin', 'po', 'mas']",neg
vcs vaksin corona sayang,"['vcs', 'vaksin', 'corona', 'sayang']",neg
abis vaksin reaksinya km gimana nder,"['abis', 'vaksin', 'reaksinya', 'km', 'gimana', 'nder']",neg
punya asam lambung vaksin ga sih gaes,"['punya', 'asam', 'lambung', 'vaksin', 'ga', 'sih', 'gaes']",neg
vaksin sukses indonesia sehat,"['vaksin', 'sukses', 'indonesia', 'sehat']",pos
efek vaksin ternyata bikin ngantuk yaps,"['efek', 'vaksin', 'ternyata', 'bikin', 'ngantuk', 'yaps']",pos
yg terjadi sama ibu vaksin kena covid isoman masum hari empat lemes batuk anosmia semoga menjadi parah bersyukur beliau divaksin,"['yg', 'terjadi', 'sama', 'ibu', 'vaksin', 'kena', 'covid', 'isoman', 'masum', 'hari', 'empat', 'lemes', 'batuk', 'anosmia', 'semoga', 'menjadi', 'parah', 'bersyukur', 'beliau', 'divaksin']",pos
btw aku habis vaksin kmpus wkwkkw,"['btw', 'aku', 'habis', 'vaksin', 'kmpus', 'wkwkkw']",neg
min kampus g ngadain vaksin utk alumni,"['min', 'kampus', 'g', 'ngadain', 'vaksin', 'utk', 'alumni']",pos
selamat pagi pak info vaksin area sukoharjo yg melayani pendaftaran dmana nggeh maturnuwun,"['selamat', 'pagi', 'pak', 'info', 'vaksin', 'area', 'sukoharjo', 'yg', 'melayani', 'pendaftaran', 'dmana', 'nggeh', 'maturnuwun']",neg
vaksin sek,"['vaksin', 'sek']",pos
vaksin kali tubuhmu kapalen,"['vaksin', 'kali', 'tubuhmu', 'kapalen']",neg
lha kalau yg gratis ngapain gakmau vaksin,"['lha', 'kalau', 'yg', 'gratis', 'ngapain', 'gakmau', 'vaksin']",neg
tenang banget ben sesuk lolos seleksi vaksin kapan kae ditolak pas cek kesehatan kok,"['tenang', 'banget', 'ben', 'sesuk', 'lolos', 'seleksi', 'vaksin', 'kapan', 'kae', 'ditolak', 'pas', 'cek', 'kesehatan', 'kok']",pos
bismillah daftar vaksin online menit ful quota,"['bismillah', 'daftar', 'vaksin', 'online', 'menit', 'ful', 'quota']",neg
win win solution sih buat yg gadapet vaksin amp punya berkat lebih biarin aja gausah nyinyir yg butuh vaksin tp tiap bukaan vaksin coba daftar tp gapernah dapet ngerti rasanya vaksin gratis dr pemerintah jg ribet netijen,"['win', 'win', 'solution', 'sih', 'buat', 'yg', 'gadapet', 'vaksin', 'amp', 'punya', 'berkat', 'lebih', 'biarin', 'aja', 'gausah', 'nyinyir', 'yg', 'butuh', 'vaksin', 'tp', 'tiap', 'bukaan', 'vaksin', 'coba', 'daftar', 'tp', 'gapernah', 'dapet', 'ngerti', 'rasanya', 'vaksin', 'gratis', 'dr', 'pemerintah', 'jg', 'ribet', 'netijen']",pos
gak perlu protes protes vaksin berbayar kalau gak mau bayar ikut gratis kok pakai sinovak kalau suatu terinfeksi virus dinyatakan positif meski faksin sangat mungkin komen gratisan kok minta kebal terus,"['gak', 'perlu', 'protes', 'protes', 'vaksin', 'berbayar', 'kalau', 'gak', 'mau', 'bayar', 'ikut', 'gratis', 'kok', 'pakai', 'sinovak', 'kalau', 'suatu', 'terinfeksi', 'virus', 'dinyatakan', 'positif', 'meski', 'faksin', 'sangat', 'mungkin', 'komen', 'gratisan', 'kok', 'minta', 'kebal', 'terus']",neg
jadii kalau gak mau antri vaksin gak mau gratisan mau nyaman waktu vaksin ikut vaksin berbayar kimia farma kalau suatu positiv c kategori cluster vaksin gotong royong yg berbayar vaksin nasional yg gratisan,"['jadii', 'kalau', 'gak', 'mau', 'antri', 'vaksin', 'gak', 'mau', 'gratisan', 'mau', 'nyaman', 'waktu', 'vaksin', 'ikut', 'vaksin', 'berbayar', 'kimia', 'farma', 'kalau', 'suatu', 'positiv', 'c', 'kategori', 'cluster', 'vaksin', 'gotong', 'royong', 'yg', 'berbayar', 'vaksin', 'nasional', 'yg', 'gratisan']",neg
info vaksin daerah solo dong,"['info', 'vaksin', 'daerah', 'solo', 'dong']",pos
gue baru tau brand pengisi dapur gue kompor oven bikin vaksin,"['gue', 'baru', 'tau', 'brand', 'pengisi', 'dapur', 'gue', 'kompor', 'oven', 'bikin', 'vaksin']",neg
